Size,Bedrooms,Location_Score,Price
4888,3,4,344184
2604,2,6,266162
3365,2,9,349975
1235,4,3,169375
2969,2,8,268714
1333,5,7,197071
2908,5,4,238075
1375,4,10,236812
4530,3,3,317341
2160,4,7,245950
3635,5,10,340648
2570,1,9,255895
3560,1,10,334411
2319,2,3,213216
4391,2,10,361777
3965,1,9,350355
4643,5,8,401351
2855,2,3,197788
2372,4,8,292235
4911,4,4,366083
4850,5,6,391841
1872,2,10,238286
2252,4,2,214407
3317,2,8,319381
2851,2,9,282776
3845,4,7,343948
2314,1,8,248627
1724,4,7,216937
4236,5,10,383853
3052,3,4,260124
3898,4,1,270360
4450,2,3,300623
1077,2,7,189744
4481,4,7,372446
3621,3,3,278240
1131,4,1,112286
1600,3,10,236231
2772,3,9,280938
2065,5,6,264216
3136,2,7,288568
3449,2,1,238246
3343,3,1,233769
2863,2,4,241277
2318,1,7,252173
1615,3,8,198301
4597,2,10,393302
3847,1,9,329781
4762,5,1,329560
4708,2,4,347386
3469,1,4,258017
2888,4,3,223861
2046,4,7,237733
1574,1,1,163006
3190,3,9,327034
1992,3,8,238935
3712,2,2,256077
3192,4,2,241209
2248,3,8,237935
4054,3,1,289471
1502,4,7,229611
2997,5,9,309042
1820,3,3,178489
4687,1,7,348875
3151,2,6,270794
4110,3,7,329472
2970,3,7,281171
1197,5,10,246645
2669,1,1,208700
3626,2,3,258719
3438,3,10,339177
2202,2,1,189792
3601,4,5,285953
2471,3,3,220671
4571,3,1,321754
4086,4,2,290626
2646,5,10,277031
2692,3,5,211841
2312,2,3,210262
3035,1,6,268347
1477,2,9,226666
2254,5,6,255039
1922,1,2,148908
1419,2,2,138847
3204,2,8,306545
3597,4,8,340887
4512,5,6,356746
2120,4,10,254515
4068,1,7,333499
4044,4,1,282967
4482,5,9,373226
1950,3,5,182745
3336,3,9,330368
2277,1,2,179588
3243,3,8,309950
3645,4,7,324493
2857,1,4,220646
4593,5,3,340917
1516,1,4,157903
2658,1,4,205469
2865,2,10,278897
3912,2,10,355551
2141,1,8,265961
3853,3,4,298265
2932,2,5,283347
4230,5,2,328232
1814,4,4,208444
3275,2,7,317367
2900,1,3,251920
3263,3,1,255830
3995,4,8,321485
4767,2,8,374798
3062,3,6,267694
4228,3,7,363966
4719,3,10,396341
4332,1,2,317884
4228,5,5,337923
3094,3,7,289280
3371,4,9,322870
3891,2,1,261780
4756,4,3,341831
1129,1,6,170458
4482,1,7,342126
1094,4,6,178615
3674,5,1,296015
3802,1,4,315062
2955,1,6,255688
4363,4,8,380884
1793,1,10,232232
2834,5,4,251797
4354,5,7,346387
3116,5,3,276097
2683,2,8,281417
1010,5,1,145631
4325,5,4,344573
2865,2,8,270205
3919,3,10,356083
3597,1,4,281528
4205,5,2,300066
1711,1,2,161591
3070,4,4,251504
1814,1,4,205645
1345,2,2,161327
3349,1,7,311006
1362,1,6,192986
3443,1,3,240741
3265,3,8,301057
3188,3,8,293874
4687,4,1,310490
4005,2,3,306116
4281,1,5,296958
1984,1,2,165445
4040,1,5,301082
4694,1,10,369989
2639,3,3,230021
1827,4,9,246220
3730,5,1,288177
4531,2,4,322423
4051,1,10,364434
1355,4,6,199474
4055,5,9,330527
2347,4,3,195822
4204,3,3,310953
3935,5,5,326819
4876,4,7,382769
2863,3,5,278101
1126,4,8,213949
4177,4,5,352404
4056,5,7,310904
1603,3,6,231162
4870,1,10,389392
4449,2,2,302822
2928,5,3,269201
2013,3,4,173928
1050,4,5,168699
4100,3,9,375132
4533,2,6,337394
4367,2,1,302056
4368,1,3,313545
4797,1,7,367387
3826,2,8,340283
2430,5,7,285919
2792,5,5,273637
3861,4,10,376986
2636,1,8,253580
4476,4,9,392529
4417,1,7,353190
2645,2,9,299108
3467,5,1,240980
2205,5,9,291354
4030,2,3,278312
3872,4,6,358709
4072,4,8,340272
2854,3,3,220198
1566,1,4,168942
3418,4,7,326625
1935,2,7,232075
2934,4,4,281892
3708,5,9,345892
4502,1,3,302750
4016,3,8,334783
2332,1,8,243705
4208,5,4,304441
1201,5,7,195317
4507,5,4,322192
3360,5,1,263784
1116,2,1,148002
4737,3,1,315174
1936,5,2,181691
4874,5,6,389864
1574,4,10,248111
3291,3,5,294772
1536,1,2,137618
2625,3,8,263109
3122,3,9,321992
4877,3,7,378545
1385,5,9,248153
4974,5,4,350822
4281,2,7,350554
1474,1,5,186897
1417,4,5,167793
3394,3,3,264648
4600,1,9,344757
3687,1,10,361397
1938,2,5,187135
1954,4,6,224866
1875,3,3,188676
1762,4,10,243667
2202,2,7,267838
2205,5,9,264874
1663,1,9,224103
1024,3,10,205857
2990,5,10,314030
2203,2,5,218515
1709,4,7,235995
4572,1,3,316001
2879,3,6,257572
2184,5,8,264105
3224,5,8,295694
1284,1,2,156948
1062,4,6,175510
2002,2,7,223313
1661,4,7,193857
3713,4,3,278049
3203,4,9,345384
4953,1,2,331822
2492,1,3,226234
4120,2,2,287749
1966,4,9,218997
1848,1,4,188444
2107,2,2,188368
4432,2,3,325034
1688,4,4,193848
1147,3,10,210773
4701,4,6,363561
1341,3,5,176916
3523,2,3,274004
2086,1,10,257845
2724,5,8,276347
2383,2,8,267653
3608,1,7,294317
1326,2,3,151560
2792,4,1,212641
2759,3,5,256508
4212,2,1,260030
1989,1,6,214931
3262,4,7,319306
3482,5,5,300536
4962,4,4,348088
1951,3,2,177065
1722,4,5,210536
4389,5,9,392854
3079,1,4,271509
3717,2,2,241463
3332,3,6,295551
4376,5,8,376580
1428,3,2,155398
2500,4,9,290331
1285,3,7,195806
4215,5,2,290767
4495,2,5,337952
4090,2,5,324238
3065,3,7,287540
1768,1,5,209290
3637,3,6,303289
2394,4,9,286608
4246,2,3,278573
4057,2,3,326486
1193,2,8,196236
3549,1,10,325127
1987,1,6,210363
2136,5,10,267568
3161,3,3,235522
4293,3,2,300265
2701,4,2,226761
1946,2,2,180658
1830,1,5,195990
4715,4,5,354503
2920,4,1,207953
4335,1,2,284439
3972,3,2,286019
1054,2,4,144618
4942,3,7,386482
4714,4,3,333671
1799,2,5,197806
1777,5,9,256959
2481,4,5,251327
2901,3,9,310670
3209,3,1,265195
4451,3,9,390506
3134,1,5,239493
1054,4,8,186442
4547,2,5,333230
2823,3,6,254706
2201,3,8,260907
4462,1,2,305548
4420,2,3,303747
4079,4,9,381795
1832,5,5,238413
1312,1,5,143422
3806,4,9,328866
2858,5,10,334358
3007,3,3,258397
3006,3,4,262839
3490,2,7,304664
2790,5,2,232953
1327,3,8,219398
4125,3,5,323897
3808,2,1,280015
4310,4,3,305281
4300,3,9,370269
3626,1,5,299655
4122,1,8,343566
4680,4,1,324097
4675,5,7,388629
4054,2,7,326327
2287,1,8,234039
4489,1,3,298233
4874,4,1,307443
3143,5,9,294310
2111,5,1,206926
4149,4,6,309159
2311,1,9,288471
4191,2,2,281633
3861,1,4,283874
3538,5,2,249176
4983,1,4,349918
1451,2,2,148636
2523,3,1,202066
1164,1,3,131393
1181,4,8,216262
3516,3,5,278441
1909,4,4,206631
3782,4,5,316029
1822,4,6,242869
1943,1,6,224238
3001,5,5,276398
3054,3,6,277580
1329,2,9,221151
1774,5,5,225200
4744,1,6,341035
3198,4,4,283448
4156,2,3,283745
1146,3,6,189144
4695,5,5,367871
4452,5,4,327526
1914,2,5,182564
2571,1,7,249581
2308,3,1,150951
3747,2,1,254674
1081,4,1,115326
1513,3,2,207348
2920,5,9,326880
3862,2,5,304182
3756,5,9,372786
2939,5,5,282525
4594,5,7,357246
1745,1,6,192868
4070,5,2,313942
2409,4,3,206041
1706,4,5,211229
1470,3,4,188621
4190,5,6,340590
1395,5,8,227034
2555,2,8,280226
3308,1,3,262161
1804,3,4,201922
1933,5,1,181455
2279,2,2,202760
2757,1,9,252526
1904,3,10,282333
4297,3,10,377861
2076,5,2,187775
3987,3,6,333341
2890,2,7,283071
2523,3,6,236503
4577,4,8,379863
3901,2,9,345610
2387,1,8,253931
2303,1,5,244510
1592,5,8,234297
3761,5,10,361101
4229,4,10,371244
3679,1,9,316577
3106,1,8,296180
4798,1,2,307852
1127,1,2,128531
1735,3,3,184722
3768,2,7,319355
4953,2,9,399674
4186,4,8,361269
4280,3,9,378369
3573,1,6,333265
1520,1,1,159439
3599,5,4,289515
1236,5,6,215032
2304,4,6,229393
4430,1,8,348006
4272,4,1,304203
2781,3,2,234187
2301,2,2,204073
4306,1,6,321445
3541,3,7,303298
3051,1,2,229517
3713,5,5,306865
1441,4,6,215372
3076,5,4,264639
4180,2,1,274397
3657,5,3,263462
4798,1,10,408029
1804,5,9,260035
1074,1,6,134409
3885,2,2,280925
4217,5,9,369832
3175,4,4,280389
4924,4,8,394623
3089,4,10,312384
2379,5,7,289885
1040,5,3,180579
3981,5,8,351264
3081,1,4,254639
4088,2,2,277511
2700,4,5,229402
4224,1,1,295965
4045,4,8,340283
2401,1,8,274153
1587,5,3,194808
2622,4,1,215407
4700,5,4,349386
4945,4,9,417771
1341,3,9,208093
3074,1,1,238716
4896,3,7,381948
4358,1,6,355325
1645,2,7,210415
1730,4,7,228637
1167,2,8,202308
1609,2,8,229090
3315,1,10,347913
2772,3,2,217028
3040,5,4,265081
3868,1,4,288111
1454,5,10,212968
3953,2,8,329326
2708,5,3,233052
4472,3,3,358171
3969,1,2,277327
4028,3,1,283802
4547,3,8,350320
1701,1,9,229109
3681,3,9,353091
4629,4,8,419199
2599,4,5,239685
1129,4,1,109216
4067,5,9,356719
2845,3,6,255680
2386,1,7,232870
4776,1,8,387412
3866,5,5,323441
1692,1,6,182673
4363,4,7,379393
2394,3,7,283095
1793,1,2,139074
1028,1,1,134064
1148,2,8,194848
4850,2,5,338369
2319,2,10,254122
3058,3,2,231108
4583,4,3,321322
3723,4,6,318362
2136,4,10,308990
1186,3,6,176681
3854,3,8,316601
3791,2,5,294597
2250,1,5,233130
2333,5,7,257934
1097,5,10,239622
1054,1,5,160249
3670,2,9,334417
3711,1,6,324358
1757,1,7,198328
1405,5,8,209640
3116,2,5,252168
4383,3,4,329329
2312,5,8,271401
2785,3,10,314901
4619,2,9,379809
1750,1,1,149565
4219,4,3,315887
4538,4,4,362346
2762,2,7,250665
4315,4,6,331947
4562,3,10,393716
4920,4,10,446487
4005,2,1,254175
4578,2,4,328750
1364,3,6,180038
3026,4,3,257272
1481,4,2,133086
3248,1,2,221857
1153,5,10,251825
4521,2,4,326189
2524,1,1,180019
3120,2,10,315312
3760,1,2,262050
3343,5,10,350562
2040,1,2,145863
2664,2,4,217649
2240,4,4,207676
1060,2,1,132441
1938,3,7,231805
2639,3,7,288558
3089,3,10,331887
1024,3,10,211011
2062,5,10,277356
4874,4,1,343108
1130,4,8,227998
4569,2,10,387014
2252,1,7,222824
1107,2,7,153837
1171,2,6,147033
2458,2,4,229981
4549,2,8,374229
1101,4,2,134919
3913,1,7,340172
3571,2,3,265445
3322,4,3,257274
2636,2,7,279367
4115,3,3,316328
3864,2,5,302426
4004,2,8,347962
2040,5,4,226655
1329,3,7,234079
4640,1,7,355034
4894,2,2,307001
2520,1,8,270382
4886,3,10,410233
1011,2,10,212234
2341,5,9,281581
4663,4,6,339280
1215,5,5,189670
1338,5,1,146512
2799,4,1,215313
3708,4,9,339427
4152,4,4,317011
2750,2,1,211406
2508,1,10,279960
3421,1,3,273372
4023,4,6,342492
1709,5,8,239353
2223,3,10,260619
4608,4,2,329107
3513,5,8,325926
2112,5,1,188038
2291,2,2,174769
4726,2,8,382503
4642,1,7,396000
4993,1,5,347055
1488,3,10,248739
4948,3,2,351087
2561,3,9,275205
1046,3,5,130922
4359,5,8,383382
1777,5,4,205039
2039,1,9,251620
1710,2,10,246323
1400,2,7,217397
4990,4,2,338037
2817,5,3,278413
4028,3,2,296870
4157,3,5,338022
1249,4,2,152548
1390,2,5,184162
4853,3,9,372305
1334,2,2,138045
1628,4,9,257564
4590,2,7,358496
1136,2,7,169926
3930,2,5,296236
3735,3,8,321365
4911,1,7,369966
2521,5,6,248536
1826,2,2,192645
1726,2,6,209423
2500,2,2,184067
3641,1,1,270092
4294,4,9,374013
1989,3,5,222039
3419,1,10,330551
1934,2,10,262961
4042,1,4,291947
1401,1,8,210011
2466,1,5,226061
4561,4,7,373481
1614,5,3,182914
2296,3,8,255449
4597,4,8,357919
2182,4,3,209021
4223,5,9,379519
4042,4,8,379833
3667,1,1,255540
3235,1,8,285879
4884,2,4,328979
2121,4,6,240061
1130,2,10,205325
3852,3,9,339072
2194,1,5,203478
3983,3,7,329221
4033,5,1,297691
1182,1,9,174252
4030,3,6,345919
1363,5,4,180087
1038,3,6,167388
4598,5,5,368216
4959,5,3,349856
3544,1,7,286497
4587,2,3,296522
2372,5,2,224031
4029,5,4,327846
1920,1,7,214804
4468,2,5,353219
3769,4,9,348987
4232,4,10,401520
1015,2,7,166389
1492,3,9,213403
2449,1,9,259745
2131,2,2,180556
3941,4,1,294316
4521,5,4,345450
1310,4,4,164111
1738,5,2,182067
4241,1,3,290629
1545,5,3,170193
3461,2,5,281853
1250,5,1,144637
1758,3,9,231414
2804,2,8,268554
4212,1,8,357818
2297,2,3,211201
4487,3,2,323505
2631,1,1,192293
4810,4,6,354183
2914,3,10,302091
4110,1,1,285909
1813,5,5,191643
1028,2,9,223070
1957,1,9,226197
3032,2,4,263295
1476,5,7,203493
1317,1,7,181922
1244,4,4,141337
1747,3,5,230156
1696,1,9,238422
1271,5,7,218055
4511,1,7,343156
2771,2,10,284588
2262,1,7,249747
3424,4,9,313153
1265,1,5,165743
3973,3,6,304889
1920,1,3,182859
4430,2,1,262746
1339,1,2,119741
1388,4,8,206502
3624,5,1,275421
4760,1,10,385030
3050,1,7,292253
4500,3,5,362510
2165,4,6,233620
1375,5,8,201573
4741,2,4,351535
3033,1,6,243526
3371,5,3,260001
1145,2,7,161734
2981,4,2,253497
1292,4,8,223181
4736,5,7,406074
1431,2,8,204931
1704,4,2,162840
3996,5,3,296927
2998,4,4,239908
3632,4,9,363029
1398,4,5,240549
3864,3,6,307342
4960,2,1,326890
4415,5,4,333417
1963,5,4,219776
4211,2,10,386445
3234,2,8,284553
3041,2,8,284871
2828,2,10,319447
3108,1,6,278032
1938,5,8,256809
4451,1,9,375195
1709,4,5,214568
1806,4,1,187666
2463,5,1,219456
4390,4,2,308739
2325,2,2,201545
4415,1,5,324738
1010,2,7,169307
2085,4,7,243475
2868,1,4,236692
3273,2,4,238178
4224,5,10,397824
4782,2,3,343266
3611,4,2,278707
1771,1,3,186820
2594,5,8,282061
2607,1,1,187638
4731,5,4,365783
4932,1,7,355718
4646,4,5,335898
2333,5,2,218372
1884,3,1,175511
4314,1,6,344651
4564,1,5,307543
2389,2,3,207983
4401,5,9,368094
4178,3,3,316729
1225,4,2,171256
1824,2,5,208767
3265,3,9,309882
1936,5,8,240571
3800,3,6,308822
3553,1,3,250033
3306,1,6,277911
2911,2,5,244287
4845,5,1,306525
4588,5,5,360109
2796,3,7,281667
1053,2,9,228141
4118,5,1,284402
1726,1,3,142946
3736,3,8,344029
2544,4,6,271116
4170,1,5,330630
2043,2,10,284219
2913,5,2,262932
2776,1,3,209148
2596,4,2,243021
2914,4,1,220779
4561,2,7,370026
3466,1,3,262192
3737,3,7,307258
1849,1,7,234855
3109,4,8,298608
4216,2,1,308681
3263,2,5,261701
1002,3,10,200033
1159,2,9,198006
4810,2,7,392928
1780,2,1,135492
4191,2,8,363245
1892,2,3,212085
3030,4,4,258959
4160,1,4,297103
3376,5,10,344998
1579,2,8,202113
2933,5,1,271373
2380,5,8,284047
4681,4,9,375742
2290,2,9,252392
2640,5,5,259687
1951,2,4,178133
4394,3,4,302135
3682,3,9,343506
1987,3,8,259439
4612,5,10,419328
4720,3,10,400103
2218,4,7,246782
1920,4,3,196775
3785,5,4,319131
2355,2,9,248898
1169,1,8,181788
1520,2,1,140333
2486,2,3,210666
1039,2,10,211132
2560,2,2,207626
4332,1,2,301710
2418,3,8,239457
1954,2,6,193678
4297,4,6,334872
1983,5,4,227103
4195,5,1,284970
1974,4,7,238083
1037,2,8,193772
3375,1,2,248491
2274,3,2,222168
4972,5,1,344019
2199,3,4,229911
2625,1,6,244348
1913,5,5,242752
1453,3,4,178724
1036,1,4,117470
4387,3,10,421225
2711,2,7,266242
4020,1,7,333946
1795,3,2,158720
1972,2,7,261556
1592,2,2,147701
2137,1,4,196071
4111,4,1,262613
2324,5,5,246668
3271,1,1,224327
1317,2,4,142696
3396,2,9,318786
3162,1,8,294521
3745,4,6,313537
2346,5,8,244986
2591,3,5,248911
4111,1,7,311535
2889,5,8,312788
3087,5,7,291018
4930,2,4,360414
2996,3,5,265011
2772,1,10,294580
2312,2,6,254744
2285,2,6,222021
1215,4,9,204313
4218,5,10,394235
3383,1,2,224439
4239,1,6,314968
3139,1,3,218262
3400,2,2,267277
3618,4,6,295859
4642,3,4,327285
3863,2,5,283799
2704,3,5,244418
3828,4,3,289255
1362,5,4,195489
3604,1,3,245370
4416,3,7,346786
2716,2,1,227141
2193,3,6,250265
1355,5,4,172582
1190,1,1,123757
4738,3,1,341420
3469,5,5,280540
1699,2,5,166131
3054,4,10,314658
3180,2,7,287749
4818,1,4,323867
1556,2,9,242453
1825,2,4,194409
3808,2,7,311333
2054,2,5,204615
3582,1,5,272904
1425,5,6,218696
4465,3,8,361161
3719,4,5,288056
3410,3,3,279928
4508,3,6,346253
4741,4,2,306651
2574,1,8,289392
4998,4,8,409058
3129,1,3,242143
3403,3,8,311972
4329,1,9,357244
4789,5,5,359938
1588,4,5,195296
3012,5,6,276754
2547,3,7,260799
1294,4,3,155557
2985,3,5,267601
2247,5,1,196997
2548,3,10,281892
4117,4,5,324547
2690,4,4,252644
2136,3,1,147953
2256,4,7,261472
3064,4,1,214804
1359,3,8,206066
4294,5,10,347254
3913,4,2,294134
1699,4,10,243846
1447,4,5,184852
3903,4,6,326509
3412,3,9,296037
1674,5,7,229630
2007,5,6,245073
2349,1,5,225063
3514,4,6,299792
3461,4,4,283667
4526,1,1,290167
1585,5,9,255628
2256,2,5,241625
2247,2,8,246187
1993,5,7,248122
4902,4,8,385086
2435,2,1,198000
1571,3,9,240451
3382,3,1,241598
2245,1,3,205035
3084,5,8,309247
1988,5,1,183679
1277,2,1,120644
2219,4,6,243529
3963,5,5,314481
2887,2,6,277395
1483,2,3,151501
2265,5,10,292282
4395,2,10,375840
1730,1,6,205494
3239,1,2,236075
2040,5,8,244729
3571,4,6,324956
1917,1,4,177542
3448,1,4,277038
4977,5,7,368374
1885,3,3,184916
3752,2,3,300537
1021,1,6,161918
1473,3,9,230097
4191,4,1,313589
3257,3,5,275707
3353,5,1,256535
4341,4,1,306119
1703,4,3,164454
1686,3,3,172017
1284,5,4,181148
1715,1,3,146812
4747,3,6,382897
1762,1,4,194446
2250,3,8,266612
1947,1,1,182149
3428,3,8,327248
3507,4,1,251901
2030,2,1,147016
1028,4,7,181181
1906,1,1,150516
4104,5,9,379481
4717,4,8,387063
3926,2,1,242817
3126,1,2,244276
4999,4,2,359890
3994,3,2,306833
3506,5,6,293351
1569,1,4,178273
3006,4,8,285204
4609,1,1,324537
4553,3,10,393108
2453,2,4,217097
1737,4,10,248536
4356,1,5,327810
1515,1,9,228484
3000,1,5,230279
4170,2,3,319452
3444,1,4,274263
4560,5,10,423832
1038,5,7,222560
4342,1,1,280608
1886,5,6,242153
3844,4,8,333563
3204,5,1,238184
2098,1,8,263485
3931,3,7,320463
2823,4,1,224097
4201,2,9,346433
2710,1,3,210665
1973,2,2,171073
4155,3,7,364457
4093,2,3,302356
4530,1,1,304127
2562,1,10,255997
4778,3,3,334419
3896,1,6,304062
4453,3,3,325034
3795,3,5,340847
4511,1,9,334691
4675,5,7,384741
1988,3,2,217471
1020,1,1,108353
3350,5,7,314747
1868,3,4,208548
1083,5,7,166811
4845,4,6,376242
2682,4,7,262189
2976,5,4,294516
4524,3,3,318089
2410,1,5,214844
2530,2,3,229199
4328,1,3,308720
1569,2,4,191889
4963,2,8,416806
1933,3,2,172871
4598,5,4,370685
4233,1,3,324811
2980,5,7,282472
4234,4,2,291625
2855,3,1,218458
4056,3,10,364804
1792,4,1,195235
1791,1,6,191591
4595,4,3,333419
2809,1,7,253967
2294,2,8,256327
3539,3,5,324075
3255,1,5,295095
4610,5,2,331177
2607,5,8,294796
2083,3,10,276222
3477,4,1,249289
1984,4,10,297948
2680,1,9,298793
4676,4,1,317315
4380,3,1,290747
1519,1,1,138670
1590,2,7,214581
2050,4,4,211974
2709,4,7,292542
4633,1,5,343835
3035,5,7,282443
3246,4,10,315100
3434,3,7,321561
1348,4,4,160054
1959,2,2,172720
2963,4,8,291555
1692,5,2,161022
2559,4,9,292603
4899,1,5,348092
1377,4,9,219282
3946,5,9,393577
3963,1,8,296686
4629,3,8,363499
1526,1,4,162648
4224,2,4,290824
3781,1,2,297918
3253,3,4,301360
3502,4,4,274833
4344,1,6,351231
4965,1,3,342198
2259,1,2,212791
2875,1,8,277141
2763,3,2,229624
1520,5,8,252038
2701,5,7,298793
2016,1,3,188074
4003,3,6,311011
4902,3,6,358649
3773,1,10,315912
2013,2,5,222459
3548,1,8,315582
1116,2,5,170138
3433,1,7,296272
2367,2,6,221199
1583,2,7,213839
1394,1,9,223778
2087,2,3,181327
4788,4,10,408974
3768,5,7,323674
1071,3,10,215316
4860,2,3,315969
1273,2,2,139627
3013,3,7,310060
2343,2,4,209621
1337,3,1,131636
2389,1,6,225178
4566,4,6,355446
1606,4,6,237184
1165,5,2,174335
2567,2,1,196198
3058,5,3,248257
2324,1,2,164785
1728,4,6,202730
3848,1,6,277781
3043,1,5,268251
1101,2,10,235083
4496,1,10,374171
2415,4,5,246508
1778,5,9,237565
1213,4,5,151551
4762,2,10,398935
2111,4,6,241300
2576,3,4,259359
3448,5,10,378347
3635,3,1,252571
3936,3,4,315481
4117,2,2,290576
2695,1,10,289784
4534,3,3,321137
1591,4,7,217375
2333,1,7,240121
2109,4,1,210299
3139,4,8,310168
4731,1,7,387677
3720,1,1,237525
1713,4,8,193159
1935,2,2,169806
2951,5,8,290009
1241,5,3,144646
3043,2,10,331659
4936,1,7,351754
1001,4,6,188791
3272,5,5,318812
3848,4,10,345151
2768,2,2,214935
2949,4,2,257740
3636,2,1,245569
3163,1,9,308135
4737,2,8,386439
1917,2,8,238453
4174,5,1,286975
3241,4,5,270336
4237,5,6,330428
3918,3,2,289847
1089,2,10,204581
2709,3,5,268389
3169,5,6,317287
1142,4,9,199747
4041,5,10,388122
1105,4,1,166134
1886,4,10,251469
1427,1,3,174359
2328,2,9,274828
2895,5,1,244157
2994,4,1,218353
1316,5,1,179377
2986,5,7,284254
1634,4,5,211309
2925,3,6,270301
3056,2,8,300849
3821,2,2,256298
4144,1,2,263789
4430,1,3,310805
3270,1,3,242991
2439,2,3,205930
1552,3,4,190772
4441,2,3,289629
1715,2,2,183853
2287,2,9,266142
4911,2,6,376992
2713,3,3,238560
2883,1,9,297887
4389,5,4,316473
2107,1,4,217820
2341,1,8,256143
1110,5,7,193375
1250,2,7,190620
3430,3,10,341932
3054,3,7,290403
1458,1,10,236858
2107,5,5,255150
1207,4,7,184800
1899,2,4,206204
4461,1,8,356440
4385,3,9,391388
1021,5,3,180434
1409,5,7,218391
1894,1,10,259012
1514,4,9,253940
4198,3,1,299873
1808,1,2,184251
4771,4,7,374078
1873,5,2,180896
1013,2,7,163607
1970,3,1,170569
4025,3,3,294987
4061,4,5,320895
4083,1,6,326533
3134,5,9,329473
4595,4,9,388768
3956,2,3,293001
2560,2,8,280401
2324,2,4,204218
2266,4,7,267298
3169,5,6,284279
4218,3,8,377486
4638,1,6,349393
1749,3,4,193411
4427,5,2,289504
1684,3,7,229068
2927,4,4,257775
4804,2,9,392812
4702,5,9,398703
3356,5,7,322177
1694,3,5,212082
3335,4,3,274010
1306,3,3,180056
4883,3,9,388360
4665,5,9,389357
2989,3,4,260550
3961,2,1,277976
4794,3,10,412450
1661,2,5,173737
1548,5,8,214362
4423,4,10,388378
1311,2,4,138710
3920,4,10,369913
2082,4,10,272977
4714,2,4,321983
3971,5,9,355273
2737,1,9,283495
1754,4,7,205297
1034,4,10,212648
1444,5,8,223249
3140,5,4,267502
2982,3,8,290034
2230,5,6,266885
1352,4,3,181828
1902,2,7,215452
2355,1,3,187192
4888,3,7,373199
3909,2,5,323857
2748,1,4,200490
1158,1,3,144153
2977,1,8,279229
1956,2,4,215775
3071,3,8,313267
1403,3,10,213127
3852,1,3,295549
1515,2,10,200743
3779,1,9,343134
2387,5,6,264880
4453,3,5,362927
3579,4,5,302360
1955,1,3,172783
3199,5,2,239824
4633,3,6,378553
2712,2,1,231056
3994,3,7,327972
1607,2,5,190682
4688,2,4,354849
3467,1,9,329886
2273,1,10,265848
4188,3,1,273005
3913,5,4,298030
2535,3,3,236050
4811,4,6,365044
3625,2,5,285150
3382,2,7,308278
2441,1,1,188259
3979,5,5,329791
2797,1,2,209989
1294,4,2,149215
1754,3,2,161683
2394,3,9,285334
1185,5,10,235525
2269,1,3,202847
1636,1,4,161503
2291,4,5,244985
4714,3,4,345381
4308,1,4,321354
1529,5,5,206627
4623,3,10,400440
3068,4,9,286097
3958,5,9,379966
4808,2,6,340593
3914,4,3,311256
1793,5,6,223557
4591,1,10,360449
3147,2,4,256058
3799,4,3,267446
1477,1,6,205469
2622,2,6,243363
4369,3,2,287832
1939,1,9,251862
1525,5,8,230614
3381,4,6,306852
1001,2,1,118341
1374,1,2,161049
3340,3,4,265977
3884,4,7,310561
4052,4,9,346185
1552,1,10,239127
3365,3,5,273383
2525,2,10,305500
2851,1,2,199989
1380,2,1,154273
2646,4,10,295804
1013,2,1,140263
1503,3,5,197734
3278,5,7,311787
3008,3,9,315366
4155,2,9,376149
1129,1,8,190687
4814,4,1,292545
1837,5,5,234850
4216,1,6,321731
3938,1,6,350298
4928,3,4,342359
3040,2,1,216288
1027,3,3,157516
3113,2,10,327073
4234,3,4,323039
2252,1,4,199201
1260,4,4,155597
3046,2,5,252143
2472,5,9,265850
2447,5,4,268301
1459,1,9,202580
4747,3,9,387939
1300,3,1,150386
3966,1,5,303378
4374,5,9,374829
3334,5,4,279471
4466,3,5,329171
4081,2,4,300233
4778,4,2,334758
1629,2,10,225899
1269,5,2,174656
3639,2,2,263040
2993,4,1,220897
2628,2,3,216665
2801,2,10,317561
3891,2,1,276826
1861,2,4,196649
4432,1,1,277592
2280,5,4,237523
3180,4,3,259212
4347,5,9,408535
2799,1,1,204386
2706,1,8,295557
4019,1,9,348872
3560,1,7,287447
3360,2,1,287450
1575,5,4,172045
3933,3,10,331999
3003,4,1,199028
2307,1,4,251445
4192,5,3,346459
4178,1,2,286060
2956,1,1,219312
3734,1,6,305463
3020,1,7,249440
4275,1,6,350632
3212,4,9,340517
3352,5,9,314133
4568,1,2,308285
2655,1,2,206648
2579,1,9,270782
2847,1,1,197163
3203,2,5,268465
2390,2,1,181597
2742,3,7,288063
2925,1,9,290835
1619,3,6,195561
2274,4,2,203321
1956,3,6,220680
2939,5,9,309199
4953,2,3,347806
3381,2,9,314900
4713,1,8,362083
1968,1,7,202998
3558,4,8,327771
2316,4,10,304480
2043,5,6,235292
1281,1,3,141523
3844,1,7,305841
4072,4,4,287742
3166,4,10,345946
2058,4,5,230170
1197,2,8,211394
3532,3,7,315366
4828,3,7,364319
2082,1,8,234347
3884,2,10,346691
2184,4,3,202947
2008,1,3,179239
3738,2,2,283471
2229,5,1,226775
2035,2,10,248665
1489,1,6,186911
1275,3,6,192001
3740,4,10,342293
3289,5,8,320242
2239,2,6,237224
2274,1,6,227529
4882,1,1,318505
1125,4,7,196254
1216,1,7,142812
4377,1,10,359442
4868,4,9,424886
2208,5,7,263204
4110,3,8,307732
2246,3,4,194647
4255,2,9,373577
3542,5,1,253457
3474,2,8,273166
